"","seed","Group","chem","beta_grlasso","mean","se","number_nonzero"
"447",25,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00900916018300432,0.00822580870517488,0.000149502519370788,100
"448",25,"Non-Ortho PCBs","PCB 126",0.0120880223950179,0.0119720728355396,2.48776838849193e-05,100
"449",25,"Non-Ortho PCBs","PCB 169",0.00870972701576318,0.00847330828458077,4.89476066124562e-05,100
"450",25,"Non-Dioxin-like PCBs","PCB 194",-0.000447905990403308,-0.000315429532814393,1.88627552046062e-05,78
"451",26,"Non-Dioxin-like PCBs","PCB 74",0,0.000181262172081234,1.30532765487184e-05,78
"452",26,"Non-Dioxin-like PCBs","PCB 99",0,0.00107928128646878,7.23523731326087e-05,78
"453",26,"mPFD","PCB 118",0.00403088058251331,0.0046415597899494,6.55826534929737e-05,100
"454",26,"Non-Dioxin-like PCBs","PCB 138",0,-0.00374168484864306,0.000253852135683863,78
"455",26,"Non-Dioxin-like PCBs","PCB 153",0,0.00890153338642284,0.000610580118202365,78
"456",26,"Non-Dioxin-like PCBs","PCB 170",0,0.00303441586840586,0.00020668522545227,78
"457",26,"Non-Dioxin-like PCBs","PCB 180",0,-0.00707348179008405,0.000488504606554016,78
"458",26,"Non-Dioxin-like PCBs","PCB 187",0,-0.000917533377483401,6.59315886681054e-05,78
"459",26,"mPFD","1,2,3,6,7,8-hxcdd",-0.0042239282570063,-0.00525040054209483,9.20177675697431e-05,100
"460",26,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00230701124935486,0.00303660696260474,6.32132075376679e-05,100
"461",26,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.00774868321964636,-0.00994166257707232,0.000192940146059443,100
"462",26,"mPFD","2,3,4,7,8-pncdf",0.0105674862053554,0.0135229931658582,0.000259385431478736,100
"463",26,"mPFD","1,2,3,4,7,8-hxcdf",0.00302155106711031,0.00408789296657312,8.98083006429469e-05,100
"464",26,"mPFD","1,2,3,6,7,8-hxcdf",-0.00553011554054051,-0.00705401224384174,0.000134115568554311,100
"465",26,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00653974705004237,0.00822580870517488,0.000149502519370788,100
"466",26,"Non-Ortho PCBs","PCB 126",0.0117617588492593,0.0119720728355396,2.48776838849193e-05,100
"467",26,"Non-Ortho PCBs","PCB 169",0.00795738879317571,0.00847330828458077,4.89476066124562e-05,100
"468",26,"Non-Dioxin-like PCBs","PCB 194",0,-0.000315429532814393,1.88627552046062e-05,78
"469",27,"Non-Dioxin-like PCBs","PCB 74",0.000243115528072606,0.000181262172081234,1.30532765487184e-05,78
"470",27,"Non-Dioxin-like PCBs","PCB 99",0.00147645217598562,0.00107928128646878,7.23523731326087e-05,78
"471",27,"mPFD","PCB 118",0.00498773506385709,0.0046415597899494,6.55826534929737e-05,100
"472",27,"Non-Dioxin-like PCBs","PCB 138",-0.00510847004724714,-0.00374168484864306,0.000253852135683863,78
"473",27,"Non-Dioxin-like PCBs","PCB 153",0.0121158576788589,0.00890153338642284,0.000610580118202365,78
"474",27,"Non-Dioxin-like PCBs","PCB 170",0.00413774461810692,0.00303441586840586,0.00020668522545227,78
"475",27,"Non-Dioxin-like PCBs","PCB 180",-0.00960636342237447,-0.00707348179008405,0.000488504606554016,78
"476",27,"Non-Dioxin-like PCBs","PCB 187",-0.00123295990830094,-0.000917533377483401,6.59315886681054e-05,78
"477",27,"mPFD","1,2,3,6,7,8-hxcdd",-0.0057323512612502,-0.00525040054209483,9.20177675697431e-05,100
"478",27,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00336729807024919,0.00303660696260474,6.32132075376679e-05,100
"479",27,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.0109482867754322,-0.00994166257707232,0.000192940146059443,100
"480",27,"mPFD","2,3,4,7,8-pncdf",0.0148801272143956,0.0135229931658582,0.000259385431478736,100
"481",27,"mPFD","1,2,3,4,7,8-hxcdf",0.00454948909673213,0.00408789296657312,8.98083006429469e-05,100
"482",27,"mPFD","1,2,3,6,7,8-hxcdf",-0.00775574687337813,-0.00705401224384174,0.000134115568554311,100
"483",27,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00900916018300432,0.00822580870517488,0.000149502519370788,100
"484",27,"Non-Ortho PCBs","PCB 126",0.0120880223950179,0.0119720728355396,2.48776838849193e-05,100
"485",27,"Non-Ortho PCBs","PCB 169",0.00870972701576318,0.00847330828458077,4.89476066124562e-05,100
"486",27,"Non-Dioxin-like PCBs","PCB 194",-0.000447905990403308,-0.000315429532814393,1.88627552046062e-05,78
"487",28,"Non-Dioxin-like PCBs","PCB 74",0.000243115528072606,0.000181262172081234,1.30532765487184e-05,78
"488",28,"Non-Dioxin-like PCBs","PCB 99",0.00147645217598562,0.00107928128646878,7.23523731326087e-05,78
"489",28,"mPFD","PCB 118",0.00498773506385709,0.0046415597899494,6.55826534929737e-05,100
"490",28,"Non-Dioxin-like PCBs","PCB 138",-0.00510847004724714,-0.00374168484864306,0.000253852135683863,78
"491",28,"Non-Dioxin-like PCBs","PCB 153",0.0121158576788589,0.00890153338642284,0.000610580118202365,78
"492",28,"Non-Dioxin-like PCBs","PCB 170",0.00413774461810692,0.00303441586840586,0.00020668522545227,78
"493",28,"Non-Dioxin-like PCBs","PCB 180",-0.00960636342237447,-0.00707348179008405,0.000488504606554016,78
"494",28,"Non-Dioxin-like PCBs","PCB 187",-0.00123295990830094,-0.000917533377483401,6.59315886681054e-05,78
"495",28,"mPFD","1,2,3,6,7,8-hxcdd",-0.0057323512612502,-0.00525040054209483,9.20177675697431e-05,100
"496",28,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00336729807024919,0.00303660696260474,6.32132075376679e-05,100
"497",28,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.0109482867754322,-0.00994166257707232,0.000192940146059443,100
"498",28,"mPFD","2,3,4,7,8-pncdf",0.0148801272143956,0.0135229931658582,0.000259385431478736,100
"499",28,"mPFD","1,2,3,4,7,8-hxcdf",0.00454948909673213,0.00408789296657312,8.98083006429469e-05,100
"500",28,"mPFD","1,2,3,6,7,8-hxcdf",-0.00775574687337813,-0.00705401224384174,0.000134115568554311,100
"501",28,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00900916018300432,0.00822580870517488,0.000149502519370788,100
"502",28,"Non-Ortho PCBs","PCB 126",0.0120880223950179,0.0119720728355396,2.48776838849193e-05,100
"503",28,"Non-Ortho PCBs","PCB 169",0.00870972701576318,0.00847330828458077,4.89476066124562e-05,100
"504",28,"Non-Dioxin-like PCBs","PCB 194",-0.000447905990403308,-0.000315429532814393,1.88627552046062e-05,78
"505",29,"Non-Dioxin-like PCBs","PCB 74",0.000427289007682883,0.000181262172081234,1.30532765487184e-05,78
"506",29,"Non-Dioxin-like PCBs","PCB 99",0.0022444058934294,0.00107928128646878,7.23523731326087e-05,78
"507",29,"mPFD","PCB 118",0.00529124486130478,0.0046415597899494,6.55826534929737e-05,100
"508",29,"Non-Dioxin-like PCBs","PCB 138",-0.00793442355976871,-0.00374168484864306,0.000253852135683863,78
"509",29,"Non-Dioxin-like PCBs","PCB 153",0.0192631344146794,0.00890153338642284,0.000610580118202365,78
"510",29,"Non-Dioxin-like PCBs","PCB 170",0.00648444271620053,0.00303441586840586,0.00020668522545227,78
"511",29,"Non-Dioxin-like PCBs","PCB 180",-0.0155080397751182,-0.00707348179008405,0.000488504606554016,78
"512",29,"Non-Dioxin-like PCBs","PCB 187",-0.00214930299392952,-0.000917533377483401,6.59315886681054e-05,78
"513",29,"mPFD","1,2,3,6,7,8-hxcdd",-0.00651206935836722,-0.00525040054209483,9.20177675697431e-05,100
"514",29,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00394408353583394,0.00303660696260474,6.32132075376679e-05,100
"515",29,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.0126753789477859,-0.00994166257707232,0.000192940146059443,100
"516",29,"mPFD","2,3,4,7,8-pncdf",0.0171870473789801,0.0135229931658582,0.000259385431478736,100
"517",29,"mPFD","1,2,3,4,7,8-hxcdf",0.00546629306896596,0.00408789296657312,8.98083006429469e-05,100
"518",29,"mPFD","1,2,3,6,7,8-hxcdf",-0.00894172016926772,-0.00705401224384174,0.000134115568554311,100
"519",29,"mPFD","1,2,3,4,6,7,8-hxcdf",0.0103034197258537,0.00822580870517488,0.000149502519370788,100
"520",29,"Non-Ortho PCBs","PCB 126",0.0122878665419465,0.0119720728355396,2.48776838849193e-05,100
"521",29,"Non-Ortho PCBs","PCB 169",0.00921820585106711,0.00847330828458077,4.89476066124562e-05,100
"522",29,"Non-Dioxin-like PCBs","PCB 194",-0.000482106567566872,-0.000315429532814393,1.88627552046062e-05,78
"523",30,"Non-Dioxin-like PCBs","PCB 74",6.48727247040976e-05,0.000181262172081234,1.30532765487184e-05,78
"524",30,"Non-Dioxin-like PCBs","PCB 99",0.000469516343212,0.00107928128646878,7.23523731326087e-05,78
"525",30,"mPFD","PCB 118",0.00446844151406601,0.0046415597899494,6.55826534929737e-05,100
"526",30,"Non-Dioxin-like PCBs","PCB 138",-0.00156906419342847,-0.00374168484864306,0.000253852135683863,78
"527",30,"Non-Dioxin-like PCBs","PCB 153",0.00362516930759876,0.00890153338642284,0.000610580118202365,78
"528",30,"Non-Dioxin-like PCBs","PCB 170",0.00125970643139604,0.00303441586840586,0.00020668522545227,78
"529",30,"Non-Dioxin-like PCBs","PCB 180",-0.00283197705459433,-0.00707348179008405,0.000488504606554016,78
"530",30,"Non-Dioxin-like PCBs","PCB 187",-0.000328467078647831,-0.000917533377483401,6.59315886681054e-05,78
"531",30,"mPFD","1,2,3,6,7,8-hxcdd",-0.00478796886819388,-0.00525040054209483,9.20177675697431e-05,100
"532",30,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00269270622587902,0.00303660696260474,6.32132075376679e-05,100
"533",30,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.00892397903995348,-0.00994166257707232,0.000192940146059443,100
"534",30,"mPFD","2,3,4,7,8-pncdf",0.0121498876784447,0.0135229931658582,0.000259385431478736,100
"535",30,"mPFD","1,2,3,4,7,8-hxcdf",0.0035457070925763,0.00408789296657312,8.98083006429469e-05,100
"536",30,"mPFD","1,2,3,6,7,8-hxcdf",-0.0063490195062798,-0.00705401224384174,0.000134115568554311,100
"537",30,"mPFD","1,2,3,4,6,7,8-hxcdf",0.0074544323464983,0.00822580870517488,0.000149502519370788,100
"538",30,"Non-Ortho PCBs","PCB 126",0.0118912007000378,0.0119720728355396,2.48776838849193e-05,100
"539",30,"Non-Ortho PCBs","PCB 169",0.00822619049976781,0.00847330828458077,4.89476066124562e-05,100
"540",30,"Non-Dioxin-like PCBs","PCB 194",-0.000186896260014544,-0.000315429532814393,1.88627552046062e-05,78
"541",31,"Non-Dioxin-like PCBs","PCB 74",0,0.000181262172081234,1.30532765487184e-05,78
"542",31,"Non-Dioxin-like PCBs","PCB 99",0,0.00107928128646878,7.23523731326087e-05,78
"543",31,"mPFD","PCB 118",0.00330779170052454,0.0046415597899494,6.55826534929737e-05,100
"544",31,"Non-Dioxin-like PCBs","PCB 138",0,-0.00374168484864306,0.000253852135683863,78
"545",31,"Non-Dioxin-like PCBs","PCB 153",0,0.00890153338642284,0.000610580118202365,78
"546",31,"Non-Dioxin-like PCBs","PCB 170",0,0.00303441586840586,0.00020668522545227,78
"547",31,"Non-Dioxin-like PCBs","PCB 180",0,-0.00707348179008405,0.000488504606554016,78
"548",31,"Non-Dioxin-like PCBs","PCB 187",0,-0.000917533377483401,6.59315886681054e-05,78
"549",31,"mPFD","1,2,3,6,7,8-hxcdd",-0.00353351381100382,-0.00525040054209483,9.20177675697431e-05,100
"550",31,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00186024986118643,0.00303660696260474,6.32132075376679e-05,100
"551",31,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.00634712470102471,-0.00994166257707232,0.000192940146059443,100
"552",31,"mPFD","2,3,4,7,8-pncdf",0.00870307136234818,0.0135229931658582,0.000259385431478736,100
"553",31,"mPFD","1,2,3,4,7,8-hxcdf",0.00248187422691008,0.00408789296657312,8.98083006429469e-05,100
"554",31,"mPFD","1,2,3,6,7,8-hxcdf",-0.0045590483983508,-0.00705401224384174,0.000134115568554311,100
"555",31,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00544473197059313,0.00822580870517488,0.000149502519370788,100
"556",31,"Non-Ortho PCBs","PCB 126",0.0114933882395112,0.0119720728355396,2.48776838849193e-05,100
"557",31,"Non-Ortho PCBs","PCB 169",0.00755932895654803,0.00847330828458077,4.89476066124562e-05,100
"558",31,"Non-Dioxin-like PCBs","PCB 194",0,-0.000315429532814393,1.88627552046062e-05,78
"559",32,"Non-Dioxin-like PCBs","PCB 74",0.00033488198690576,0.000181262172081234,1.30532765487184e-05,78
"560",32,"Non-Dioxin-like PCBs","PCB 99",0.00188491755332414,0.00107928128646878,7.23523731326087e-05,78
"561",32,"mPFD","PCB 118",0.00516148434778079,0.0046415597899494,6.55826534929737e-05,100
"562",32,"Non-Dioxin-like PCBs","PCB 138",-0.00660221958850535,-0.00374168484864306,0.000253852135683863,78
"563",32,"Non-Dioxin-like PCBs","PCB 153",0.0158481440470826,0.00890153338642284,0.000610580118202365,78
"564",32,"Non-Dioxin-like PCBs","PCB 170",0.00537155348885401,0.00303441586840586,0.00020668522545227,78
"565",32,"Non-Dioxin-like PCBs","PCB 180",-0.0126611484838591,-0.00707348179008405,0.000488504606554016,78
"566",32,"Non-Dioxin-like PCBs","PCB 187",-0.00169322460237307,-0.000917533377483401,6.59315886681054e-05,78
"567",32,"mPFD","1,2,3,6,7,8-hxcdd",-0.0061404117796678,-0.00525040054209483,9.20177675697431e-05,100
"568",32,"mPFD","1,2,3,4,6,7,8-hpcdd",0.0036677560308256,0.00303660696260474,6.32132075376679e-05,100
"569",32,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.0118464507093906,-0.00994166257707232,0.000192940146059443,100
"570",32,"mPFD","2,3,4,7,8-pncdf",0.0160830566061233,0.0135229931658582,0.000259385431478736,100
"571",32,"mPFD","1,2,3,4,7,8-hxcdf",0.00501944169631928,0.00408789296657312,8.98083006429469e-05,100
"572",32,"mPFD","1,2,3,6,7,8-hxcdf",-0.00837431917732955,-0.00705401224384174,0.000134115568554311,100
"573",32,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00968576211936477,0.00822580870517488,0.000149502519370788,100
"574",32,"Non-Ortho PCBs","PCB 126",0.0121881110660752,0.0119720728355396,2.48776838849193e-05,100
"575",32,"Non-Ortho PCBs","PCB 169",0.00896080969191382,0.00847330828458077,4.89476066124562e-05,100
"576",32,"Non-Dioxin-like PCBs","PCB 194",-0.000486229910879615,-0.000315429532814393,1.88627552046062e-05,78
"577",33,"Non-Dioxin-like PCBs","PCB 74",0.000152805931244973,0.000181262172081234,1.30532765487184e-05,78
"578",33,"Non-Dioxin-like PCBs","PCB 99",0.00100883671985397,0.00107928128646878,7.23523731326087e-05,78
"579",33,"mPFD","PCB 118",0.00476041056170525,0.0046415597899494,6.55826534929737e-05,100
"580",33,"Non-Dioxin-like PCBs","PCB 138",-0.00343660945626002,-0.00374168484864306,0.000253852135683863,78
"581",33,"Non-Dioxin-like PCBs","PCB 153",0.0080475089415052,0.00890153338642284,0.000610580118202365,78
"582",33,"Non-Dioxin-like PCBs","PCB 170",0.00277125327705906,0.00303441586840586,0.00020668522545227,78
"583",33,"Non-Dioxin-like PCBs","PCB 180",-0.00633318506543568,-0.00707348179008405,0.000488504606554016,78
"584",33,"Non-Dioxin-like PCBs","PCB 187",-0.00077538214183204,-0.000917533377483401,6.59315886681054e-05,78
"585",33,"mPFD","1,2,3,6,7,8-hxcdd",-0.00528330746148828,-0.00525040054209483,9.20177675697431e-05,100
"586",33,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00304227986513147,0.00303660696260474,6.32132075376679e-05,100
"587",33,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.00997584225808041,-0.00994166257707232,0.000192940146059443,100
"588",33,"mPFD","2,3,4,7,8-pncdf",0.0135713589159413,0.0135229931658582,0.000259385431478736,100
"589",33,"mPFD","1,2,3,4,7,8-hxcdf",0.00405766331437628,0.00408789296657312,8.98083006429469e-05,100
"590",33,"mPFD","1,2,3,6,7,8-hxcdf",-0.00708201443845581,-0.00705401224384174,0.000134115568554311,100
"591",33,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00826759345319918,0.00822580870517488,0.000149502519370788,100
"592",33,"Non-Ortho PCBs","PCB 126",0.0119886716629534,0.0119720728355396,2.48776838849193e-05,100
"593",33,"Non-Ortho PCBs","PCB 169",0.00846491252106052,0.00847330828458077,4.89476066124562e-05,100
"594",33,"Non-Dioxin-like PCBs","PCB 194",-0.000353427978635889,-0.000315429532814393,1.88627552046062e-05,78
"595",34,"Non-Dioxin-like PCBs","PCB 74",0,0.000181262172081234,1.30532765487184e-05,78
"596",34,"Non-Dioxin-like PCBs","PCB 99",0,0.00107928128646878,7.23523731326087e-05,78
"597",34,"mPFD","PCB 118",0.00403088058251331,0.0046415597899494,6.55826534929737e-05,100
"598",34,"Non-Dioxin-like PCBs","PCB 138",0,-0.00374168484864306,0.000253852135683863,78
"599",34,"Non-Dioxin-like PCBs","PCB 153",0,0.00890153338642284,0.000610580118202365,78
"600",34,"Non-Dioxin-like PCBs","PCB 170",0,0.00303441586840586,0.00020668522545227,78
"601",34,"Non-Dioxin-like PCBs","PCB 180",0,-0.00707348179008405,0.000488504606554016,78
"602",34,"Non-Dioxin-like PCBs","PCB 187",0,-0.000917533377483401,6.59315886681054e-05,78
"603",34,"mPFD","1,2,3,6,7,8-hxcdd",-0.0042239282570063,-0.00525040054209483,9.20177675697431e-05,100
"604",34,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00230701124935486,0.00303660696260474,6.32132075376679e-05,100
"605",34,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.00774868321964636,-0.00994166257707232,0.000192940146059443,100
"606",34,"mPFD","2,3,4,7,8-pncdf",0.0105674862053554,0.0135229931658582,0.000259385431478736,100
"607",34,"mPFD","1,2,3,4,7,8-hxcdf",0.00302155106711031,0.00408789296657312,8.98083006429469e-05,100
"608",34,"mPFD","1,2,3,6,7,8-hxcdf",-0.00553011554054051,-0.00705401224384174,0.000134115568554311,100
"609",34,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00653974705004237,0.00822580870517488,0.000149502519370788,100
"610",34,"Non-Ortho PCBs","PCB 126",0.0117617588492593,0.0119720728355396,2.48776838849193e-05,100
"611",34,"Non-Ortho PCBs","PCB 169",0.00795738879317571,0.00847330828458077,4.89476066124562e-05,100
"612",34,"Non-Dioxin-like PCBs","PCB 194",0,-0.000315429532814393,1.88627552046062e-05,78
"613",35,"Non-Dioxin-like PCBs","PCB 74",0.000243115528072606,0.000181262172081234,1.30532765487184e-05,78
"614",35,"Non-Dioxin-like PCBs","PCB 99",0.00147645217598562,0.00107928128646878,7.23523731326087e-05,78
"615",35,"mPFD","PCB 118",0.00498773506385709,0.0046415597899494,6.55826534929737e-05,100
"616",35,"Non-Dioxin-like PCBs","PCB 138",-0.00510847004724714,-0.00374168484864306,0.000253852135683863,78
"617",35,"Non-Dioxin-like PCBs","PCB 153",0.0121158576788589,0.00890153338642284,0.000610580118202365,78
"618",35,"Non-Dioxin-like PCBs","PCB 170",0.00413774461810692,0.00303441586840586,0.00020668522545227,78
"619",35,"Non-Dioxin-like PCBs","PCB 180",-0.00960636342237447,-0.00707348179008405,0.000488504606554016,78
"620",35,"Non-Dioxin-like PCBs","PCB 187",-0.00123295990830094,-0.000917533377483401,6.59315886681054e-05,78
"621",35,"mPFD","1,2,3,6,7,8-hxcdd",-0.0057323512612502,-0.00525040054209483,9.20177675697431e-05,100
"622",35,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00336729807024919,0.00303660696260474,6.32132075376679e-05,100
"623",35,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.0109482867754322,-0.00994166257707232,0.000192940146059443,100
"624",35,"mPFD","2,3,4,7,8-pncdf",0.0148801272143956,0.0135229931658582,0.000259385431478736,100
"625",35,"mPFD","1,2,3,4,7,8-hxcdf",0.00454948909673213,0.00408789296657312,8.98083006429469e-05,100
"626",35,"mPFD","1,2,3,6,7,8-hxcdf",-0.00775574687337813,-0.00705401224384174,0.000134115568554311,100
"627",35,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00900916018300432,0.00822580870517488,0.000149502519370788,100
"628",35,"Non-Ortho PCBs","PCB 126",0.0120880223950179,0.0119720728355396,2.48776838849193e-05,100
"629",35,"Non-Ortho PCBs","PCB 169",0.00870972701576318,0.00847330828458077,4.89476066124562e-05,100
"630",35,"Non-Dioxin-like PCBs","PCB 194",-0.000447905990403308,-0.000315429532814393,1.88627552046062e-05,78
"631",36,"Non-Dioxin-like PCBs","PCB 74",0.000152805931244973,0.000181262172081234,1.30532765487184e-05,78
"632",36,"Non-Dioxin-like PCBs","PCB 99",0.00100883671985397,0.00107928128646878,7.23523731326087e-05,78
"633",36,"mPFD","PCB 118",0.00476041056170525,0.0046415597899494,6.55826534929737e-05,100
"634",36,"Non-Dioxin-like PCBs","PCB 138",-0.00343660945626002,-0.00374168484864306,0.000253852135683863,78
"635",36,"Non-Dioxin-like PCBs","PCB 153",0.0080475089415052,0.00890153338642284,0.000610580118202365,78
"636",36,"Non-Dioxin-like PCBs","PCB 170",0.00277125327705906,0.00303441586840586,0.00020668522545227,78
"637",36,"Non-Dioxin-like PCBs","PCB 180",-0.00633318506543568,-0.00707348179008405,0.000488504606554016,78
"638",36,"Non-Dioxin-like PCBs","PCB 187",-0.00077538214183204,-0.000917533377483401,6.59315886681054e-05,78
"639",36,"mPFD","1,2,3,6,7,8-hxcdd",-0.00528330746148828,-0.00525040054209483,9.20177675697431e-05,100
"640",36,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00304227986513147,0.00303660696260474,6.32132075376679e-05,100
"641",36,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.00997584225808041,-0.00994166257707232,0.000192940146059443,100
"642",36,"mPFD","2,3,4,7,8-pncdf",0.0135713589159413,0.0135229931658582,0.000259385431478736,100
"643",36,"mPFD","1,2,3,4,7,8-hxcdf",0.00405766331437628,0.00408789296657312,8.98083006429469e-05,100
"644",36,"mPFD","1,2,3,6,7,8-hxcdf",-0.00708201443845581,-0.00705401224384174,0.000134115568554311,100
"645",36,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00826759345319918,0.00822580870517488,0.000149502519370788,100
"646",36,"Non-Ortho PCBs","PCB 126",0.0119886716629534,0.0119720728355396,2.48776838849193e-05,100
"647",36,"Non-Ortho PCBs","PCB 169",0.00846491252106052,0.00847330828458077,4.89476066124562e-05,100
"648",36,"Non-Dioxin-like PCBs","PCB 194",-0.000353427978635889,-0.000315429532814393,1.88627552046062e-05,78
"649",37,"Non-Dioxin-like PCBs","PCB 74",0.00033488198690576,0.000181262172081234,1.30532765487184e-05,78
"650",37,"Non-Dioxin-like PCBs","PCB 99",0.00188491755332414,0.00107928128646878,7.23523731326087e-05,78
"651",37,"mPFD","PCB 118",0.00516148434778079,0.0046415597899494,6.55826534929737e-05,100
"652",37,"Non-Dioxin-like PCBs","PCB 138",-0.00660221958850535,-0.00374168484864306,0.000253852135683863,78
"653",37,"Non-Dioxin-like PCBs","PCB 153",0.0158481440470826,0.00890153338642284,0.000610580118202365,78
"654",37,"Non-Dioxin-like PCBs","PCB 170",0.00537155348885401,0.00303441586840586,0.00020668522545227,78
"655",37,"Non-Dioxin-like PCBs","PCB 180",-0.0126611484838591,-0.00707348179008405,0.000488504606554016,78
"656",37,"Non-Dioxin-like PCBs","PCB 187",-0.00169322460237307,-0.000917533377483401,6.59315886681054e-05,78
"657",37,"mPFD","1,2,3,6,7,8-hxcdd",-0.0061404117796678,-0.00525040054209483,9.20177675697431e-05,100
"658",37,"mPFD","1,2,3,4,6,7,8-hpcdd",0.0036677560308256,0.00303660696260474,6.32132075376679e-05,100
"659",37,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.0118464507093906,-0.00994166257707232,0.000192940146059443,100
"660",37,"mPFD","2,3,4,7,8-pncdf",0.0160830566061233,0.0135229931658582,0.000259385431478736,100
"661",37,"mPFD","1,2,3,4,7,8-hxcdf",0.00501944169631928,0.00408789296657312,8.98083006429469e-05,100
"662",37,"mPFD","1,2,3,6,7,8-hxcdf",-0.00837431917732955,-0.00705401224384174,0.000134115568554311,100
"663",37,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00968576211936477,0.00822580870517488,0.000149502519370788,100
"664",37,"Non-Ortho PCBs","PCB 126",0.0121881110660752,0.0119720728355396,2.48776838849193e-05,100
"665",37,"Non-Ortho PCBs","PCB 169",0.00896080969191382,0.00847330828458077,4.89476066124562e-05,100
"666",37,"Non-Dioxin-like PCBs","PCB 194",-0.000486229910879615,-0.000315429532814393,1.88627552046062e-05,78
"667",38,"Non-Dioxin-like PCBs","PCB 74",0.000243115528072606,0.000181262172081234,1.30532765487184e-05,78
"668",38,"Non-Dioxin-like PCBs","PCB 99",0.00147645217598562,0.00107928128646878,7.23523731326087e-05,78
"669",38,"mPFD","PCB 118",0.00498773506385709,0.0046415597899494,6.55826534929737e-05,100
"670",38,"Non-Dioxin-like PCBs","PCB 138",-0.00510847004724714,-0.00374168484864306,0.000253852135683863,78
"671",38,"Non-Dioxin-like PCBs","PCB 153",0.0121158576788589,0.00890153338642284,0.000610580118202365,78
"672",38,"Non-Dioxin-like PCBs","PCB 170",0.00413774461810692,0.00303441586840586,0.00020668522545227,78
"673",38,"Non-Dioxin-like PCBs","PCB 180",-0.00960636342237447,-0.00707348179008405,0.000488504606554016,78
"674",38,"Non-Dioxin-like PCBs","PCB 187",-0.00123295990830094,-0.000917533377483401,6.59315886681054e-05,78
"675",38,"mPFD","1,2,3,6,7,8-hxcdd",-0.0057323512612502,-0.00525040054209483,9.20177675697431e-05,100
"676",38,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00336729807024919,0.00303660696260474,6.32132075376679e-05,100
"677",38,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.0109482867754322,-0.00994166257707232,0.000192940146059443,100
"678",38,"mPFD","2,3,4,7,8-pncdf",0.0148801272143956,0.0135229931658582,0.000259385431478736,100
"679",38,"mPFD","1,2,3,4,7,8-hxcdf",0.00454948909673213,0.00408789296657312,8.98083006429469e-05,100
"680",38,"mPFD","1,2,3,6,7,8-hxcdf",-0.00775574687337813,-0.00705401224384174,0.000134115568554311,100
"681",38,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00900916018300432,0.00822580870517488,0.000149502519370788,100
"682",38,"Non-Ortho PCBs","PCB 126",0.0120880223950179,0.0119720728355396,2.48776838849193e-05,100
"683",38,"Non-Ortho PCBs","PCB 169",0.00870972701576318,0.00847330828458077,4.89476066124562e-05,100
"684",38,"Non-Dioxin-like PCBs","PCB 194",-0.000447905990403308,-0.000315429532814393,1.88627552046062e-05,78
"685",39,"Non-Dioxin-like PCBs","PCB 74",0.00033488198690576,0.000181262172081234,1.30532765487184e-05,78
"686",39,"Non-Dioxin-like PCBs","PCB 99",0.00188491755332414,0.00107928128646878,7.23523731326087e-05,78
"687",39,"mPFD","PCB 118",0.00516148434778079,0.0046415597899494,6.55826534929737e-05,100
"688",39,"Non-Dioxin-like PCBs","PCB 138",-0.00660221958850535,-0.00374168484864306,0.000253852135683863,78
"689",39,"Non-Dioxin-like PCBs","PCB 153",0.0158481440470826,0.00890153338642284,0.000610580118202365,78
"690",39,"Non-Dioxin-like PCBs","PCB 170",0.00537155348885401,0.00303441586840586,0.00020668522545227,78
